"Series Number",Filename,Name,Description,Gender,"Attributes- Hair. Eyes. Teeth. Clothing. Accessories. Expression. Strength. Weakness",UUID,Hash
250,kasali-danfo,"kasali danfo","A danfo driver popular for his positive outlook of life",male,"accessories: cap",ede86fbc-5abd-11ed-9b6a-0242ac120002,39e0c2aa55a301013a16f9a9616e15c3ef7ca38a36eddc38325c3f1b546bd6bc
251,osaz-benz,"osaz benz","an Internet fraudster who hails from Edo state",male,"teeth: gold",ede87fca-5abd-11ed-9b6a-0242ac120002,a35794fdf0f90d67e30555e364f81187d4609d566caa990dd470e71ee827e168
252,kareem-kasanova,"kareem kasanova","Abuja big boy who knows he can get any lady he wants",male,"accessories : cap",ede8820e-5abd-11ed-9b6a-0242ac120002,e458bd7b07dcee0bc89395a72cd51fed32c42c0b9dccddb8fc11daa8dd4f2937
253,mayor-of-uyo,"mayor of uyo","Essien is a top Lagos businessman who hails from Uyo",male,"accessories: cap",ede883c6-5abd-11ed-9b6a-0242ac120002,1abebc8d4e17e4192bbbdbaf238b1a5ea5dd49d64d4e1855d67b3cd98e1a0b49
254,chinedu-china,"chinedu china","An Nnewi blooded spareparts importer and exporter with goods from china",male,"accessories: cap",ede885f6-5abd-11ed-9b6a-0242ac120002,6e22b036221acdcbaf73802947d7d6383b0d212d8f107fe63424d0cfa1e62aa8
255,papa-ekene,"papa ekene","The oldest man of the Akwauzu clan",male,"accessories: cap",ede88808-5abd-11ed-9b6a-0242ac120002,7b66c9b148d010cf96db4d92c2bd0c2882704d9ec6805b506ac6cd7f38097eb8
256,ogbeni-rauf,"ogbeni rauf","Minister of enjoyment for Freedom state",male,"teeth: gold, accessories: cap",ede889fc-5abd-11ed-9b6a-0242ac120002,4a4c7125c2f41f7436e1a6f5e875370e93c5b7905df6ee4b24bc1908589e4377
257,koffi-banku,"koffi banku","E be Charlie wey no dey use en stomach play",male,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",ede88c2c-5abd-11ed-9b6a-0242ac120002,d1b318773c5b05d8ebbea5e39a1ed7e639e55877433d24ac91da5e3f35925dd2
258,alhaji-bello,"alhaji bello","Rich hausa business mongul controlling half of cow production in Nigeria",male,"teeth: gold accessories: cap",ede88efc-5abd-11ed-9b6a-0242ac120002,a03b649dbb7d5593b05a2299165f8f30f58753be7725a3d7ae97581e7e62f7a7
259,toju-mafejopami,"toju mafejopami","Toju is a street hustler wey no like stress",male,"teeth: gold, accessories: cap",ede895d2-5abd-11ed-9b6a-0242ac120002,d60f5a6cf2518b17e4353f6a3e070772b5ea90c37c625ebe004d3d36bca8c460
260,femi-maserati,"femi maserati","Rich kid who resides in lekki, known by everybody because he drives a Maserati",male,"accessories: cap",ede89802-5abd-11ed-9b6a-0242ac120002,cf5c92151b584131dc1eab49e096d048bd6d3af631f283478507bcef36c88c28
,,,,,,
"TEAM POWERDRILL",,,,,,
261,Paul-the-comedian,"Paul the comedian","Paul trying hard to make everyone laugh so hard and fall off the chair",Male,"hair:black, eyes: glasses, Teeth: none, clothing: Black and yellow V neck, Expression: cool, Strength: Trustworthiness, Weakness: slow",f8112915-64ca-41e5-9ca4-5b60c47d7a01,238239bb18cb7c490848fa3138cb9fff217d8fbee4af51f41be5e5f04c6d96d3
262,Amina-lagos-housewife,"Amina lagos housewife","Amina is always showing the rich housewife vibes",Female,"hair:red, eyes: blue, Teeth: none, clothing: blue and yellow ankara, Expression: straight face, Strength: Fashionista, weakness: exorbitant",5612f542-d85e-4a2c-8661-20553dfd07bf,8d9624097bb7b9a306ba94538b407f5b40039e61ca0417644247d48a5e4a2a17
263,Kiekie-the-asoebibella,"Kiekie the asoebibella","Kiekie is classfied as the life of the party",Female,"hair:purple, eyes: grey, Teeth: none, clothing: blue and yellow ankara, Expression: smile, Strength: helpful ",097014d5-0ef3-46f5-9a9b-5c01f70114b3,00038929a715c8d3ba9809c95d08c33a4b56814d4ebb8b4a50e68caff03f02ea
264,Kunle-the-hunter,"Kunle the hunter","Kunle goes for the best and hits all his targets at bull's eye",Male,"hair:black, eyes: blue, Teeth: none, clothing: one handed yellow ankara, Expression: smile, Strength: Fast, Weakness: cannot speak english",b0310fc2-4bed-48e5-abfc-566c964786d7,551f049fc569a77c40672602c3cf6e95de111bc64ded4030250ce3c7b6ef5cda
265,Amara-the-hairstylist,"Amara the hairstylist","Amara is truly your one stop shop for all your hair & beauty needs.",Female,"hair:purple, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: multitasker, Weakness: unfriendly",412345b9-7e04-4102-af7c-5458721ac64d,adbe8c71771c1d2084362e0890be9cab6b9d0941c16605fe26a38d47469cf74f
266,Mary-nail-technician,"Mary nail technician","Mary makes magic with her press-on nails",Female,"hair:red, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: hustler, Weakness: uncoordinated",17ea9c3b-c90f-4023-84d6-d563c098b030,c827ee0282d3b6bb6869ade66a6e31b5e1631a719c782bc79fcbe345389fef5f
267,Odogwu-oil-contractor,"Odogwu oil contractor","From Malaysia to Kaduna, Odogwu's oil is known.",Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: brown and gold guniea, Expression: none, Strength: hustler, Weakness: Taking criticism.",b503bbfb-f972-4d4a-9352-e9dfe6671d36,bbc0b38cf9ea97de4a64b72ca6b99b6b0fab6e5f8b551c5dc48f70da04fa4e21
268,Simisola-the-kenteprincess,"Simisola the kenteprincess","Simisola rocks kente even in swim outfits",Female,"hair:brown, eyes: blue, Teeth: none, clothing: multicolour yellow kente, Expression: smiling, Strength: Patience, Weakness: Self-criticism",45843017-b421-4413-8e35-7a6ef073f2b9,3d716e20563776f0817c4cf81d1a77fb4200442999b2bfd73565a7855c2ba871
269,Mariam-beauty-queen,"Mariam beauty queen","Beauty is a fairy tale where Mariam appears.",Female,"hair:orange, eyes: grey, Teeth: none, clothing: multicolour yellow kente, Expression: straight face, Strength: Disciplined, Weakness: Inability to delegate",b7d96d97-84c2-485f-b60e-e4e86c4d3b34,089b49ec7cbb6b3b3e02612a55973cfcd338a330e79dbbd225a1a36cb2a9cbd9
270,Obinna-the-musician,"Obinna the musician","Obinna might never be an a-list artist",Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: red v-neck ankara, Expression: none, Strength: delegation, Weakness: Lack of experience",afdb0299-327c-46b2-9262-faf90f0fcd12,3b79d86baff7cb6f5d06e145a26fe73f3bd3ea88de9a42b7708bb8b35ba4daf4
271,Sandra-the-shybaby,"Sandra the shybaby","Sandra is too shy at parties",Female,"hair:orange, eyes: blue, Teeth: none, clothing: yellow off shoulder, Expression: none, Strength: Friendly, Weakness: Shyness",bfed40a8-74f7-4ada-ae18-975130247efa,13dff2d62d3db25b4874de98d2d72d26425cf325b6c8e1b756e4a3f8b95988ca
272,Chiamaka-the-dancer,"Chiamaka the dancer","Chiamaka dances so well and earned the Guinness world record.",Female,"hair:black, eyes: grey, Teeth: none, clothing: yellow off shoulder, Expression: none, Strength: Creativity, Weakness: Lack of confidence",43c49497-8d7b-42ef-bb29-769f6c3b0ada,73716745bf1cde33ead1486edcf512ecf96d6c4811c78ad7d284a2ffba15fcde
273,Mensah-fashion-icon,"Mensah fashion icon","Mensah outfits are always giving us Christopher Hemsworth vibes.",Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: Gold with kente, Expression: none, Strength: Public speaking, Weakness: Lack of experience",87ada09b-38ac-475c-8d46-18680c2dc795,443cbd39b3a22026086aadce7a3ab6bcd364a78249ae9043dc04c74744cdb109
274,Lucy-the-fumigator,"Lucy the fumigator","Lucy is nicknamed the pest hilter",Female,"hair:red, eyes: blue, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: Determination, Weakness: Self-criticism",c7269d44-aab3-41e7-a54f-18a14f575a6b,4bc8a85f864508f340fd32bbf879910e52d26d9bc0a619a29280c1b8c076c653
275,Nneka-wedding-planner,"Nneka wedding planner","Nneka plans the best weddings with great details.",Female,"hair:brown braids, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: hard worker, Weakness:Analytical skills",31ac6b7a-e378-4dc3-999d-b9e8d8473f99,69154328c59bbde3aef088c5a0f69b699f2bc4db296a07cac73f72929764c2d6
276,Shakira-the-gangster,"Shakira the gangster","Shakira is the most feared criminal.",Female,"hair:brown braids, eyes: grey, Teeth: none, clothing: gold and brown, Expression: none, Strength: Intentional, Weakness: Rash in decisin making",dbdc1351-aa07-46e2-935f-2db071b1b23d,088ae3f17fab8859cccd6abfdcf7d417cdf16c470438198a8ff3a59d471b8419
277,Lola-afropopping-princess,"Lola afropopping princess","Lola licks lollipops like an afropop queen",Female,"hair:brown afro, eyes: closed, Teeth: none, clothing: black ankara, Expression: none, Strength: great communicator, Weakness:writing",2f5cadae-e423-4478-8220-37b3ac144169,98066ea24f48db1fa2c782e8c424916031417b48fd4972cc8b0997c89c205c2a
278,Sharon-walking-dead,"Sharon walking dead","When tired Sharon walks like the dead",Female,"hair:dark brown, eyes: closed, Teeth: open teeth, clothing: blue ankara, Expression: loud, Strength: people skills, Weakness:Empathy",1fc37341-7dd1-480c-a01b-a63bee0a2230,6db8421d9b50eec9a28c7e8dcdf165ca76dae15b7436bf4d5241607b9e471734
279,Olivia-great-teacher,"Olivia great teacher","Students enjoys Olivia's classes",Female,"hair:dark brown, eyes: closed, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: Empathy, Weakness: Computer literacy.",cfc4419e-bd46-40f6-9654-632ac1138ff1,53c240dbbbb68e668816e19b708ae8d60e6f683bcee50f4ff54935db3b8e9865
280,Nicole-sleep-warrior,"Nicole sleep warrior","Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,"hair:black, eyes: closed, Teeth: none, clothing: multicolour ankara with red base, Expression: none, Strength: Leadership, Weakness: Initiative.",710ae821-4603-4124-bd60-a33b515b3b8d,115713be6cad43111ddb69dce79b815d0a37af9d87357464a84a45a10b41b790
,,,,,,
"TEAM HYDRAULICS",,,,,,
281,Busola-the-shakara,"Busola the shakara","She is a fashion icon that loves luxurious items.",Female,"Hair: Brown Eyes: Shades Teeth: Closed Clothing: Yellow and blue Ankara Accessories: Shades Expression: Passive Strength: Confident Weakness: Over-spending",ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,806e2be1ac43ac1bd2235021ee45df85fc97a87bb8f5c4ee2783bffccbd29442
282,Bella-the-artist,"Bella the artist","A lady that host a fashion week show",Female,"Hair: Blond Eyes: Shades Teeth: Closed Clothing: Black and yellow Ankara Accessories: Shades Expression: Straight-face Strength: Creativity Weakness: Perfectionist",48772412-dacb-4984-9e82-8d24fe101265,2ce49f0cca13210b8c4f579bd27ae6ff92f3a3cf3800f9671c2213a1289e9340
283,Queen-the-extrovert,"Queen the extrovert","A woman who enjoys being high all the time",Female,"Hair: Brown Eyes: Shades Teeth: Closed Clothing: Multi-colored Ankara Accessories: Shades, smoking pipe Expression: Sassy Strength: Self-assured Weakness: Conceited ",1712532a-20d9-4ccb-8582-bffd76c9fb67,3fda9ca8e3ed04e41ccf7455fe58b769591fa5c21907e7dda8f909f05e749102
284,Mary-toxic-lady,"Mary toxic lady","A lady who's toxic around people",Female,"Hair: Two buns Eyes: Shades Teeth: White Clothing: Animal prints Accessories: Shades Expression: Angry Strength: Bully Weakness: Insecurity",bc31af8d-c45d-4797-adfc-596fb22e4e3a,2901051a7641d61a645226ecd2f8e90dc7d203ac2d5b28929cd6378e97e52ca7
285,Elizabeth-the-richkid,"Elizabeth the richkid","A university undergraduate from a rich background",Male,"Hair: Blond Eyes: Shades Teeth: Closed Clothing: Blacktop Accessories: Shades Expression: Straight-face Strength: Wealth Weakness: Lack of real friends",21fad782-1b6f-4c2d-b157-9fdb9355c876,9036883d8d4f5c54fb283b59c8adebb92a89c1fea531f2e3889f63426edc5e0b
286,Larry-the-westerner,"Larry the westerner","A Yoruba Man who smokes his pipe in peace",Male,"Hair: Covered Eyes: White Teeth: Closed Clothing: Purple and yellow Agbada Accessories: Cap, smoking pipe Expression: Passive Strength: Likes to be in control Weakness: Lazy",d4984fa6-dabf-409f-839f-76742ec71500,63487d62ab8948dc872d4bb115c48e745e7fab240a4a53e7d2906723700ee53b
287,Danjuma-the-shocked,"Danjuma the shocked","A pensioneer who got told his bank is on distress",Male,"Hair: Covered Eyes: White Teeth: White Clothing: Wrapper across one shoulder Accessories: Cap Expression: Shocked Strength: Hard-worker Weakness: Shyness",0187ca7f-f3b1-42ae-9e17-c46d58617608,11a7b226ef5b4c273cc3d81b1eb261fb5d00bb0caaec8e0f4d698ecf3e457559
288,Yomi-the-fashionista,"Yomi the fashionista","Winner of the Lagos GT Bank fashion week.",Male,"Hair: Covered Eyes: White Teeth: White Clothing: Wrapper across one shoulder Accessories: Cap Expression: Shocked Strength: Hard-worker Weakness: Lack of wealth",16d256ba-dc4e-4559-ae41-59779f351ad3,0c01930b2d80f3d6d4e8cff83eadfc756b6258b0e099e96a4d4c395c21bc7237
289,Ibu-the-importer,"Ibu the importer","A rich igbo trader who imports goods in onitsha market",Male,"Hair: Covered Eyes: Light blue Teeth: White and a gold tooth Clothing: Isi-agu Accessories: Cap Expression: Straight-face Strength: Wealth Weakness: Irrational",d3edc876-3f2f-4699-a376-0787bb06c5d5,485225e1520d40a146627893ee7069aaf427d1dc83144b2f424933f120936ae9
290,Massa-the-ghanian,"Massa the ghanian","A rich Ghanian trader.",Male,"Hair: Covered Eyes: Closed Teeth: White Clothing: Akan Accessories: Cap Expression: Happy Strength: Wealth Weakness: Irrational",9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,59029ad986ec62a15abb6ed0c8a6521c41111199ac11f1372c7653b4b7f18d19
291,James-the-musician,"James the musician","A yoruba juju artist",Male,"Hair: Brown Eyes: Closed Teeth: White Clothing: Akan Accessories: None Expression: Happy Strength: Good voice Weakness: Womanizer",0d4ad447-3836-47cd-8387-066b200cda01,d7b02d6931c705c12953d7b5cfe468de1b8ced8d9bd325d2c0aba23597e20d43
292,Gbenga-titled-man,"Gbenga titled man","A yoruba chief who is also a car dealer",Male,"Hair: Covered Eyes: Light blue Teeth: White with a gold tooth Clothing: Akan Accessories: None Expression: Emotional Strength: Friendly Weakness: Deceitful ",dc6c1a39-ec78-44ca-8296-68c6de7b5de4,26f008cc4e126501d587dbd958ecfbe1abd4c8dbe697c43cf3daeac242c53303
293,Abaga-the-rapper,"Abaga the rapper","A flashy millionaire and a music rapper",Male,"Hair: Covered Eyes: Closed Teeth: White Clothing: Dongri and yellow T-shirt Accessories: Cap Expression: Happy Strength: Wealth Weakness: Recklessness ",c428411c-5a06-4b74-bd17-e53b76f9fc6c,c5adf6654984b3eaa75dfe6b25630a928ce8e3753da5b3f9800eb163715f9e99
294,Izuchukwu-the-fisherman,"Izuchukwu the fisherman","A fisherman who knows how to paddle well",Male,"Hair: Covered Eyes: Closed Teeth: White with a gap tooth Clothing: Green shirt Accessories: Cap Expression: Dozzy Strength: Great body-build Weakness: Drunkard ",15e1caf2-06b3-45d8-9b35-f95965b64e34,952417983bf45566623b1732dac25664d985276bb3d37f141fab098fd1d52666
295,Mark-the-philanthropist,"Mark the philanthropist","A London based philantropist.",Male,"Hair: Brown Eyes: White Teeth: Closed Clothing: White and blue shirt Accessories: None Expression: Irritated Strength: Philanthropist Weakness: Anger issues ",b48cbd98-96c2-4ec4-9d17-2c798be5b90f,c98502890edbb8755abd4242aec69e438248efeaeaca3caa03039dbd29ea240b
296,Desmond-the-politician,"Desmond the politician","A young politician who just became a minister",Male,"Hair: Covered Eyes: Grey Teeth: Closed Clothing: Yellow and purple agbada Accessories: Ila Expression: Smirk Strength: Team player Weakness: Deceitful ",c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,5cd7ed3651960879829c01a20752a02c889c3c95f2fe03aadd25f19383dbcc94
297,Okoro-the-bachelor,"Okoro the bachelor","A local palm wine tapper with hopes and dreams",Male,"Hair: Covered Eyes: Grey Teeth: White and a gold tooth Clothing: Wrapper across one shoulder Accessories: Cap Expression: Pretense Strength: Motivated Weakness: Poor",e441439d-49a3-41eb-bf9d-3c7f98c268bf,93151299d80f59e5432bcccb96b32954f66a50860510a5495b0c4479a0d58cc6
298,Saro-the-clothemaker,"Saro the clothemaker","The yoruba man that stole the king's wife.",Male,"Hair: Covered Eyes: Grey Teeth: White Clothing: Red and yellow agbada Accessories: Cap Expression: Straight face Strength: Good-looking Weakness: Womanizer",7e10af4e-1252-4f96-83a8-78411e152bae,c1b2ca20d2f299097544c7b203b3c7f7b38852c8b1d302cef1e45970e0e99ddd
299,Kalu-the-ichie,"Kalu the ichie","A man of wealth with afluence spreading all over the east",Male,"Hair: Covered Eyes: Sky-blue Teeth: White Clothing: Orange Plain and pattern shirt Accessories: Cap Expression: Happy Strength: Wealth Weakness: Pride",482ab247-73a4-4ff8-9172-732f3d0729b8,7e75f8c6151a24d6e200027c98780e91448caaf6d880c871519a4c3e2154145d
300,Tamuno-the-prince,"Tamuno the prince","An Ijaw prince who is also the heir to the throne",Male,"Hair: Covered Eyes: Sky-blue Teeth: Closed Clothing: Akan  Accessories: Cap Expression: Straight-face Strength: Caring Weakness: Easily deceived",108447d1-f2d5-4816-8ebb-599286c3fabf,2f2bc77e2f57027ab4397c2be45f89447c3f3dca88c80376082e75a596f6fe66
,,,,,,
"TEAM SCALE",,,,,,
301,"wendy-the -banker","wendy the  banker","Wendy loves working in the bank, as she gets to meet different people.",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",587645e2-5ace-11ed-9b6a-0242ac120002,f1df997c905ed5596ecf6c61e22aaa6c6dbbfe11c3dd7b01ece4effaad47a5fc
302,"uduak-the -dark horse","uduak the dark horse","Uduak looks innocent and has the whole apartment bugged",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58764862-5ace-11ed-9b6a-0242ac120002,bb0431e7773c75ce9fb604ef95b96280bd4c70cd413e83730ee2613cda1a7bee
303,"timeyin-the -eccentic","timeyin the eccentic","Timeyin is as eccentric as they come with no care for others opinions",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58764a2e-5ace-11ed-9b6a-0242ac120002,8d4501b76f138ad7cfc8944a846b69730d5e73614eab79c6cb42cc6960fa7d22
304,"omawunmi-the -businesswoman","omawunmi the businesswoman","Omawunmi is a no-nonsense woman with a shop in idumota",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58764b78-5ace-11ed-9b6a-0242ac120002,8357b0df28a0f0f9e3d3eb0096471425aec6ff90e01fff44ca95376810a2d215
305,halima-the-housewife,"halima the housewife","Halima loves to bake and cook for her children",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58764d8a-5ace-11ed-9b6a-0242ac120002,c5574cfa9868425d2991e19749590d72b0e233970a9ba09d5d1546f86ecf1b4b
306,"muna-the -block sister","muna the block sister","Muna loves to tell everyone in the block about her younger escapades",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58764ea2-5ace-11ed-9b6a-0242ac120002,de15a92634107fc7e595716af8b31972ccfbeaa5618289c5c80b3311f8084f81
307,"stella-the -gossip","stella the gossip","Nobody gossips on the block like stella when smoking.",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58764fd8-5ace-11ed-9b6a-0242ac120002,662300c4777b03cc2a749421b588e50a47a410526950b89c47c6512247ee7d20
308,agbani-the-wannabe,"agbani the wannabe","Agbani loves to shop antique ndecorations for her mansion in idi-iroko",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",5876542e-5ace-11ed-9b6a-0242ac120002,e8b7124108c111d59bd8ceb76adf3a00e283378118252908757a0f9b3707a7a2
309,"asante-the -warrior","asante the warrior","Asante came from along line of warriors in Ghana",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58765578-5ace-11ed-9b6a-0242ac120002,3f5f3cf0cea3671b4be8160f77f3ab35a947abfe0c66b5da82e67658a4c6031d
310,"hilda-the -insomaniac","hilda the insomaniac","Hilda prefers to sleep during the day",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",5876569a-5ace-11ed-9b6a-0242ac120002,e11b30ce086aa1fdac41197b8b10036539734757c54a9e9625f51ceccad42d31
311,"sisi yemi-the -street aunty","sisi yemi the street aunty","Sisi Yemi is everyone's favourite street aunty.",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",587657a8-5ace-11ed-9b6a-0242ac120002,a6bdba49ac6221d389489326ccefd5c3e3b338f6be8ec9726e602ac390b4ef63
312,"chiamaka-the -bully","chiamaka the bully","Chiamaka hates people in her business and likes to scare the kids on the block",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",587658ca-5ace-11ed-9b6a-0242ac120002,ac6c2d0f94af532120707e882b841f1c4b1da99df9052b60cead54750e7bf4e5
313,gift-the-fashionista,"gift the fashionista","Gift has always been bold and that spreads to her fashion sense too.",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58765adc-5ace-11ed-9b6a-0242ac120002,736261ccf2615a5164e37a9cb96a12b2e11ebf40b0efc874aebe92ec9ef30936
314,omoyene-the-weirdo,"omoyene the weirdo","Omoyene likes to murmur to herself and talks about seeing ghosts",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58765bea-5ace-11ed-9b6a-0242ac120002,24f3ac61082096ad4165e19b212896fa25084a02c53cf05f4d5a178b8f17f8d5
315,"maria-the -freshface","maria the freshface","Maria likes to believe the world is sunshine and rainbows while blowing gum",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58765d02-5ace-11ed-9b6a-0242ac120002,cc9e37d4c407cc6f96269c106970bc550ca137126505c18739a8d404e5a80aa7
316,"monica-the -smoker","monica the smoker","Monica is never found without a pipe and loves to interject in every conversation",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",58765e24-5ace-11ed-9b6a-0242ac120002,a73b2db1ed0e78d2ea4062b15c4ea75080feab195a020246af533c0400954b55
317,"Janet -is always -found singing ","janet the singer","Janet is always found singing in whatever activity she’s doing",Female,"Hair: Golden . Eyes: Covered eyes . Teeth: No teeth. Clothing: Ankara . Accessories: . Expression:Excited . Strength: . Weakness: .",cef902bc-5afc-11ed-9b6a-0242ac120002,261dc56d544acae6d7f5d1743584e94d455460ab05cae476521e3dab974c85f4
318,Emi-the-reggae-girl,,,,,,c690125504ccbb2f41eb0c45b292e6ceaa78708908c56448996f28e12fc405fc
319,,,,,,,e4d6e550ed11b3488dd21d0ebd0fa60b2a4b3aa18302b8108e1e0a077dd1bbc5
320,,,,,,,3dce585c96146f35229ba64afbb983615555868a0aa1eb6c7529d2e4ae1087e3
,,,,,,
"TEAM SANDPAPER",,,,,,
321,Omunyinyi-the-stoic,"omunyinyi the stoic","omunyinyi wears a Kitenge coat",male,"Hair: bald Eyes: tearyTeeth: noneSkin: brownskinClothing: checked ankara Accessories: None Expression: Teary Strength: powerful Weakness: self-loathing",c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,93efe8ebbbc30617caf84d99a9c563ac488ffd3ad0f4c5f645a4dc61b23887ee
322,Kamau-the-sleeper,"kamau the sleeper","closed eyes meditating",male,"Hair: Blad Eyes: closed Teeth:  noneSkin: brownskin Clothing: black ankara Accessories: none Expression: flat Strength: open to suggestion Weakness: always sleepy",20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,7d1596af4c5b80e7581b3a4f03b660deafbfab12d02abdda44ec8661a5035ca8
323,Mutiso-the-lastborn,"mutiso the lastborn","masked up mutiso dozing off",male,"Hair:bald Eyes: closed Teeth: none Skin: brownskin Clothing: yellow ankara Accessories: none  Expression: tired Strength: consistency weakness: pessismist",0706c338-42eb-4d26-84ea-c24b39628200,603be2ccf97adfa0bdab9968cc5656db064d701544a029aabbb1c01efb0d5814
324,Omondi-the-vegeterian,"omondi the vegeterian","omondi wears a green coat",male,"Hair:bald Eyes: sharp eyed Teeth: none Skin: brownskin Clothing: green ankara Accessories: none Expression: alert Strength: leader Weakness: anxious",bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,0a888128daea0c47c1d4ee8c833b5abcf959a087d1343b3b3ce2e9c998d0dfad
325,Barasa-the-optimist,"barasa the optimist","looks up to the sky and makes a wish",male,"Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: brown ankara Accessories:none Expression: awake Strength: strong willed Weakness: immoral",2da4bef4-38cc-4414-99ad-7361fac04b2b,316a748bf1f1b8022fac088eeedf38d34e5a033507635e094f17b5a11d75d0bc
326,Mwembu-the-elder,"mwembu the elder","old but not so old, with yellow his favorite color",male,"Hair: bald Eyes: black Teeth: none Skin: dark skin Clothing: dark ankara Accessories: none  Expression: plain Strength: fulfilled Weakness: angry",36181230-6ac9-417f-af5c-23bdd2c25ecb,e438177cf8d519cf6afa37f30d878190ac2a5936b04befd718d6c9b8b29115ec
327,Mbogi-the-fighter,"mbogi the fighter","masked up mbogi after capture",male,"Hair: baldEyes:  blackTeeth: noneSkin: darkskin Clothing: onesideankara Accessories: noneExpression: willfull Strength: fighter  Weakness: rebellious",3a7bc3c4-1463-42ce-84c9-07337da64435,0062cee944bdeba75d0e89ffa35263967cf0464e25519d0a1d99e432928cffad
328,Mrosho-the-runner,"mrosho the runner","masked up mrosho",male,"Hair: bald Eyes: sea blue Teeth: none Skin: darkskin Clothing: purple ankara Accessories: none Expression: alert  Strength: visionary  Weakness: destructive",b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,7474ba49ae31841fc6ee392d736383df624f88b433d7d2094d63110f6db53ba5
329,Milele-the-african,"milele the african","milele with a nice african print in orange",male,"Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: orange ankara Accessories: none Expression: timid Strength: leader Weakness: failure",644b0259-d75c-456d-934c-ce7c052bad3a,9afee20d0c588eb82af2e23385afbabcdc732a7f4583cedd0517e31bb8d08306
330,Olebon-the-oloibon,"olebon the oloibon","olebon in customized buba sokoto",male,"Hair: bald Eyes: closed Teeth: none Skin: darkskin Clothing: animal print Accessories: none Expression: surprised Strength: empathy   Weakness: Easily bored",de261efe-731d-461e-b2e4-42edd2f48f72,ea779dc090885f710bbd5b9fd4d603751326685401d99a7c72e7d643f9ab6ae8
331,Chifu-the-maasai,"chifu the maasai","clothing inspired by maasai shuka",male,"Hair: bald Eyes: closed Teeth: none Skin: none Clothing: ankara shirt Accessories: none Expression: visionary Strength:  authentic Weakness: selfish",239933c4-7177-4b5b-86e8-e6f952301344,0766a081be600c4f42a05861740857819bd0b3679f46c24808289ded579be2e2
332,Mwangaa-the-voice,"mwangaa the voice","mwangaa the chief",male,"Hair:  bald Eyes: blue Teeth: none Skin: darkskin Clothing: white lined ankara Accessories: none Expression: kindness Strength:  brave Weakness: impatient",49179b62-812d-4d0f-b518-4af7fa79f8bc,c2323e50443d0c76045db2b605f8f70ef0312bd3524deb9a66621b201621bd5a
